ID,Position,Nationality,Overall rating,Preferred foot,League,Height,Value,Name,Age,Attacking,Team,Defending,Goalkeeping,Wage,Movement
444479,CF,Turks and Caicos Islands,55,Right,Beltran-Keith (Cyprus),185cm,€74K,Holmes,34,56.0,"Johnson, Burnett and Adams",23.8,34.3,€0,50.3
387502,CDM,Faroe Islands,55,Right,Premier League (England),150cm,€80K,Brewer,30,57.2,"Miranda, Martin and Anderson",47.2,17.3,€0,46.1
944635,CF,Faroe Islands,55,Right,Premier League (England),171cm,€86K,Kevin Jr.,20,62.3,Davis-Kelly,27.7,34.7,€0,34.0
568904,CM,Greece,55,Right,"Coffey, Morris and Bell (Greece)",169cm,€83K,T. Smith,21,42.2,Gordon-Henderson,55.6,54.1,€0,19.3
3779,CDM,Guatemala,55,Left,Taylor-Cross (Vietnam),170cm,€68K,Frazier,32,38.6,"Orozco, Mercado and Bartlett",56.0,24.4,€0,53.0
216937,CF,Saint Kitts and Nevis,55,Right,Premier League (England),209cm,€68K,M. Carter,28,57.3,Garcia Inc,44.0,47.1,€0,26.1
937834,CDM,Faroe Islands,55,Right,"Coffey, Morris and Bell (Greece)",206cm,€66K,C. Ruiz,35,58.0,Gordon-Henderson,17.5,41.9,€0,44.6
8456,LM,Vietnam,54,Right,Premier League (England),177cm,€77K,S. Moran,25,53.4,"Miranda, Martin and Anderson",52.1,54.6,€0,29.2
524726,RM,Vietnam,54,Right,Premier League (England),173cm,€60K,K. Daniel,21,44.6,"Miranda, Martin and Anderson",57.7,24.4,€0,44.0
82466,LWB,Botswana,54,Left,Villegas-Haas (Austria),195cm,€54K,K. Oneill,38,22.5,Edwards Group,54.6,39.0,€0,53.8
230079,CF,Turks and Caicos Islands,54,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",206cm,€55K,J. Jones,31,53.9,"Wheeler, Moore and Allen",53.9,40.8,€0,16.6
549791,RM,Austria,54,Left,"Smith, Townsend and Moon (Vietnam)",161cm,€61K,Travis Serrano,24,35.5,Martinez Inc,24.2,45.5,€0,56.5
623804,CF,Turks and Caicos Islands,54,Right,Premier League (England),180cm,€47K,Zhang,35,50.5,"Diaz, Evans and Pham",52.1,54.4,€0,17.6
230594,GK,Cyprus,54,Left,"Galloway, Mosley and Jones (Western Sahara)",155cm,€43K,Brian Jr.,28,44.7,FC Bayern München,56.6,31.4,€0,47.1
886044,LWB,Vietnam,54,Left,Premier League (England),180cm,€52K,C. Gilmore,24,30.1,Bell-Odom,58.6,24.3,€0,39.9
182007,CF,Qatar,54,Right,Beltran-Keith (Cyprus),167cm,€69K,J. Patel,31,40.6,"Johnson, Burnett and Adams",26.2,54.1,€0,52.1
395144,CF,Turks and Caicos Islands,54,Left,Villegas-Haas (Austria),189cm,€37K,R. Howard,32,48.3,Ross Inc,28.5,34.5,€0,56.2
952348,LM,Vietnam,54,Right,Premier League (England),189cm,€38K,D. Nguyen,32,21.8,Yoder-Ramos,44.1,56.8,€0,33.2
305482,CF,Vietnam,54,Right,Beltran-Keith (Cyprus),179cm,€39K,J. Anderson,28,40.4,Perez-Lambert,48.6,55.8,€0,17.3
461276,CAM,Qatar,54,Right,Premier League (England),202cm,€42K,D. Martin,24,28.7,"Bullock, Rivera and Briggs",55.0,50.9,€0,35.8
969404,LWB,Cyprus,54,Left,"Galloway, Mosley and Jones (Western Sahara)",189cm,€28K,Cardenas,29,31.5,FC Bayern München,59.0,38.7,€0,32.7
862967,RM,Botswana,54,Left,"Coffey, Morris and Bell (Greece)",189cm,€30K,Troy Williams,36,33.6,Gordon-Henderson,37.6,45.2,€0,57.1
502991,CF,Guatemala,54,Right,Dunlap-Jenkins (Greece),188cm,€31K,T. Brown,23,52.1,Willis Inc,54.9,36.6,€0,31.9
978236,ST,Austria,54,Right,Villegas-Haas (Austria),173cm,€33K,D. Taylor,31,35.8,Edwards Group,46.6,15.7,€0,56.6
732653,CB,Faroe Islands,54,Right,Premier League (England),184cm,€27K,J. Walker,25,32.0,"Miranda, Martin and Anderson",38.4,37.5,€0,59.3
184092,LM,Western Sahara,54,Left,Premier League (England),159cm,€23K,R. Simpson,25,12.7,Bell-Odom,41.0,37.3,€0,58.5
200611,LM,Saint Kitts and Nevis,54,Right,Premier League (England),164cm,€23K,B. Stevenson,26,22.2,Lawson Ltd,50.0,53.1,€0,53.8
852308,LWB,Saint Kitts and Nevis,53,Left,"Middleton, Mccarty and Sullivan (Botswana)",205cm,€32K,J. Pope,33,42.7,Brown-Watson,56.5,28.3,€0,43.2
492131,CB,Austria,53,Right,Villegas-Haas (Austria),174cm,€20K,A. Davis,24,41.3,Edwards Group,43.1,31.7,€0,56.3
426729,CAM,Faroe Islands,53,Right,Stewart-Cooper (Vietnam),206cm,€22K,J. Shields,51,54.2,Underwood-Gomez,49.2,47.9,€0,11.6
394322,CDM,Botswana,53,Left,Premier League (England),155cm,€22K,J. Cochran,30,46.7,"Banks, Romero and Wolf",47.0,47.7,€0,55.2
181359,RM,Vietnam,53,Right,"Galloway, Mosley and Jones (Western Sahara)",179cm,€19K,J. Smith,35,35.9,Johnson-Thompson,58.5,17.2,€0,32.1
230596,LB,Qatar,53,Left,Stewart-Cooper (Vietnam),206cm,€25K,E. Martin,32,22.0,Underwood-Gomez,52.7,50.0,€0,53.1
353882,LM,Greece,53,Left,"White, Wiley and Jimenez (Saint Kitts and Nevis)",176cm,€6K,A. Bullock,21,35.4,Oneill and Sons,55.2,17.6,€0,47.5
583420,CAM,Western Sahara,53,Right,Villegas-Haas (Austria),150cm,€18K,B. Jimenez,25,50.6,"Smith, Kemp and Yu",53.5,45.3,€0,18.7
804612,LW,Saint Kitts and Nevis,53,Left,Dunlap-Jenkins (Greece),204cm,€19K,Keith Brown,45,48.3,"Hayes, Jones and Bernard",54.9,45.6,€0,29.7
829868,CDM,Saint Kitts and Nevis,53,Right,Villegas-Haas (Austria),173cm,€4K,E. Wall,24,58.4,"Smith, Kemp and Yu",18.0,23.9,€0,36.2
879835,CF,Vietnam,53,Right,"Galloway, Mosley and Jones (Western Sahara)",186cm,€6K,C. Johnson,24,39.0,"Murphy, Harrell and Henderson",57.4,32.1,€0,18.4
552327,RWB,Austria,53,Right,Premier League (England),197cm,€14K,J. Duncan,32,53.4,Garcia Inc,39.6,51.8,€0,47.5
708487,RW,Botswana,53,Left,Taylor-Cross (Vietnam),180cm,€1K,N. Berry,35,56.3,Miller Group,10.4,41.5,€0,9.4
975363,CAM,Greece,52,Right,"Coffey, Morris and Bell (Greece)",165cm,€750,N. Mitchell,48,28.0,Gordon-Henderson,59.6,25.4,€0,27.2
361010,CM,Western Sahara,52,Left,"Galloway, Mosley and Jones (Western Sahara)",184cm,€750,Z. Gaines,28,28.8,FC Bayern München,42.6,55.8,€0,41.7
615184,RW,Vietnam,52,Left,"Galloway, Mosley and Jones (Western Sahara)",210cm,€2K,J. Snyder,27,54.9,FC Bayern München,21.6,34.0,€0,45.2
230235,LWB,Greece,52,Left,Premier League (England),171cm,€750,B. Francis,23,14.2,Garcia Inc,56.6,15.1,€0,40.0
557988,CM,Western Sahara,52,Right,Taylor-Cross (Vietnam),184cm,€750,Edward Nguyen,22,48.0,Collins-Moore,53.7,48.6,€0,29.6
649036,CDM,Turks and Caicos Islands,52,Right,Taylor-Cross (Vietnam),180cm,€750,T. Winters,31,56.0,Collins-Moore,41.1,13.1,€0,41.0
763920,CDM,Vietnam,52,Left,Dunlap-Jenkins (Greece),199cm,€750,M. Christian,20,31.6,"Mckinney, Williams and Wright",44.6,27.0,€0,54.2
731360,RW,Saint Kitts and Nevis,52,Left,Premier League (England),158cm,€750,Michael Jr.,23,54.2,"Banks, Romero and Wolf",21.2,45.2,€0,46.7
911780,CDM,Turks and Caicos Islands,52,Left,Premier League (England),202cm,€750,J. Yoder,50,52.5,"Solomon, Lopez and Roberts",31.5,39.4,€0,52.1
674318,ST,Greece,52,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",164cm,€750,B. Nolan,20,48.3,Oneill and Sons,53.0,48.8,€0,40.1
224593,RM,Turks and Caicos Islands,52,Left,Premier League (England),197cm,€750,I. Villanueva,20,23.7,Stark Ltd,38.8,37.6,€0,55.8
929344,CAM,Western Sahara,52,Right,Dunlap-Jenkins (Greece),194cm,€750,Michael Jr.,29,53.1,"Hayes, Jones and Bernard",47.3,26.8,€0,45.7
659145,ST,Botswana,52,Right,Taylor-Cross (Vietnam),182cm,€750,A. Rogers,31,58.8,Liverpool,31.9,19.3,€0,30.9
110303,CF,Guatemala,52,Left,Villegas-Haas (Austria),190cm,€750,R. Freeman,22,51.5,Edwards Group,52.4,27.1,€0,49.6
320123,CF,Western Sahara,51,Left,"Galloway, Mosley and Jones (Western Sahara)",167cm,€750,R. Ortiz,30,46.4,Johnson-Thompson,52.1,20.9,€0,48.3
763344,CF,Saint Kitts and Nevis,51,Right,Premier League (England),206cm,€750,M. Walker,24,40.5,Yoder-Ramos,55.0,27.4,€0,13.7
730709,RM,Faroe Islands,51,Right,Premier League (England),194cm,€750,James Palmer,20,36.7,"Miranda, Martin and Anderson",55.6,25.0,€0,26.1
124689,ST,Austria,51,Right,"Middleton, Mccarty and Sullivan (Botswana)",182cm,€750,R. Jackson,27,54.8,Brown-Watson,34.6,38.7,€0,30.8
419729,CF,Cyprus,51,Left,Taylor-Cross (Vietnam),179cm,€750,D. Andrews,16,45.4,Collins-Moore,40.8,30.0,€0,52.5
67505,CAM,Austria,51,Right,Beltran-Keith (Cyprus),206cm,€750,Robert Davis,17,38.2,Perez-Lambert,55.8,20.7,€0,13.9
813132,CAM,Vietnam,51,Right,Villegas-Haas (Austria),186cm,€750,H. Kelley,47,47.6,Edwards Group,52.7,46.8,€0,12.9
780872,CDM,Austria,51,Right,Premier League (England),195cm,€750,R. Welch,42,53.5,"Bell, Brewer and Little",36.0,42.2,€0,34.1
380438,RWB,Turks and Caicos Islands,51,Right,"Smith, Townsend and Moon (Vietnam)",179cm,€750,Allen Jr.,27,39.7,"Vargas, Wise and Glover",20.3,54.1,€0,41.1
901275,CAM,Austria,50,Right,Premier League (England),185cm,€750,J. Santos,21,30.0,"Banks, Romero and Wolf",44.4,51.3,€0,46.0
508198,LM,Greece,50,Left,Taylor-Cross (Vietnam),157cm,€750,P. Smith,35,32.1,Liverpool,49.7,31.4,€0,49.2
82557,GK,Cyprus,50,Left,Premier League (England),188cm,€750,M. Villanueva,20,36.6,Martinez-Townsend,51.4,47.4,€0,21.9
984037,CM,Qatar,50,Left,"White, Wiley and Jimenez (Saint Kitts and Nevis)",194cm,€750,Jeffrey Nunez,26,19.4,Oneill and Sons,49.9,49.6,€0,44.4
607456,CM,Botswana,50,Right,"Middleton, Mccarty and Sullivan (Botswana)",204cm,€750,J. Hanson,41,52.0,FC Barcelona,43.4,41.3,€0,33.5
959770,CAM,Botswana,50,Right,Premier League (England),181cm,€500,D. Allen,29,25.7,Stark Ltd,51.1,46.0,€0,19.0
27125,ST,Saint Kitts and Nevis,50,Right,Taylor-Cross (Vietnam),210cm,€750,G. White,50,53.5,"Orozco, Mercado and Bartlett",38.0,12.9,€0,27.0
109112,RB,Western Sahara,50,Left,Villegas-Haas (Austria),169cm,€500,Robert Mccarty,22,39.0,Ross-Weber,48.3,33.7,€0,51.0
879162,RW,Greece,50,Left,Dunlap-Jenkins (Greece),175cm,€750,Ryan Jr.,22,54.1,"Hayes, Jones and Bernard",33.1,38.1,€0,18.1
61089,CF,Greece,50,Right,"Middleton, Mccarty and Sullivan (Botswana)",187cm,€500,J. Stokes,29,45.5,FC Barcelona,39.0,32.8,€0,52.0
274148,CAM,Qatar,50,Right,Premier League (England),186cm,€500,K. Rodriguez,35,36.1,Yoder-Ramos,55.2,16.6,€0,29.6
429988,CAM,Austria,50,Right,Beltran-Keith (Cyprus),207cm,€500,M. Miles,33,28.8,"Green, Lawrence and Smith",57.6,28.4,€0,21.6
524419,CAM,Botswana,49,Right,"Coffey, Morris and Bell (Greece)",193cm,€500,T. Dean,26,29.9,Hicks-Henry,53.5,18.4,€0,36.8
557397,LM,Guatemala,49,Left,Villegas-Haas (Austria),185cm,€500,M. Turner,27,23.2,Huber-Rogers,32.6,20.8,€0,54.6
33380,LWB,Saint Kitts and Nevis,49,Left,Beltran-Keith (Cyprus),178cm,€500,R. Sherman,28,12.4,"Green, Lawrence and Smith",53.1,25.0,€0,36.5
238247,ST,Guatemala,49,Right,Beltran-Keith (Cyprus),175cm,€500,Chase Jr.,39,52.3,"Green, Lawrence and Smith",34.5,18.2,€0,38.1
476007,LM,Cyprus,49,Left,Premier League (England),153cm,€500,D. Reed,21,22.9,Yoder-Ramos,46.0,27.1,€0,50.6
525442,RWB,Western Sahara,49,Right,"Smith, Townsend and Moon (Vietnam)",208cm,€500,R. Holland,27,51.5,Martinez Inc,9.3,34.0,€0,43.4
600537,RW,Guatemala,49,Left,"Middleton, Mccarty and Sullivan (Botswana)",203cm,€500,D. Hernandez,20,54.2,FC Barcelona,17.7,33.4,€0,14.1
805784,RWB,Austria,49,Right,Taylor-Cross (Vietnam),161cm,€500,Gregory Berg,34,50.5,Collins-Moore,45.2,31.5,€0,44.2
314847,LM,Turks and Caicos Islands,49,Left,Taylor-Cross (Vietnam),187cm,€500,K. Lucero,35,21.2,"Orozco, Mercado and Bartlett",53.1,10.7,€0,35.9
986650,CAM,Qatar,49,Right,Premier League (England),168cm,€500,J. Pierce,31,30.6,Lawson Ltd,51.0,41.9,€0,35.2
134703,RM,Botswana,49,Right,"Galloway, Mosley and Jones (Western Sahara)",156cm,€500,G. Taylor,27,42.4,"Murphy, Harrell and Henderson",50.3,44.9,€0,18.1
876809,CF,Western Sahara,48,Right,Premier League (England),163cm,€500,R. Myers,39,39.5,"Diaz, Evans and Pham",44.5,48.5,€0,30.3
468075,CAM,Austria,48,Right,Taylor-Cross (Vietnam),192cm,€500,W. Baker,25,34.5,"Orozco, Mercado and Bartlett",50.7,38.6,€0,37.0
58524,CF,Turks and Caicos Islands,48,Right,Premier League (England),182cm,€250,J. Orr,50,44.4,Gentry-Garcia,36.8,48.8,€0,33.0
9457,CM,Vietnam,48,Right,Beltran-Keith (Cyprus),157cm,€250,R. Daniel,20,35.0,"Green, Lawrence and Smith",40.1,50.5,€0,31.3
796735,CAM,Botswana,48,Right,Premier League (England),183cm,€250,J. Boyer,33,39.4,"Bell, Brewer and Little",45.7,18.2,€0,49.3
813272,CAM,Turks and Caicos Islands,48,Right,Premier League (England),154cm,€250,M. Flores,24,52.8,Lawson Ltd,34.5,14.7,€0,33.5
747868,CAM,Vietnam,48,Right,Premier League (England),170cm,€250,D. Ford,42,27.7,"Solomon, Lopez and Roberts",51.7,33.6,€0,38.1
805356,CAM,Botswana,48,Left,"Galloway, Mosley and Jones (Western Sahara)",153cm,€250,J. Turner,25,34.1,Johnson-Thompson,38.6,30.5,€0,50.9
748025,CAM,Greece,48,Right,Taylor-Cross (Vietnam),178cm,€250,J. Cox,33,36.3,Collins-Moore,49.3,44.6,€0,27.0
338492,ST,Saint Kitts and Nevis,48,Right,Taylor-Cross (Vietnam),200cm,€500,Matthew Jr.,20,41.8,Collins-Moore,37.1,19.3,€0,50.1
707478,CF,Faroe Islands,48,Right,Beltran-Keith (Cyprus),208cm,€250,Hendricks,27,48.6,Perez-Lambert,28.4,42.3,€0,44.2
224308,RM,Austria,48,Right,Villegas-Haas (Austria),176cm,€250,Mccormick,53,41.6,Edwards Group,50.2,22.2,€0,31.7
484111,CAM,Qatar,47,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",180cm,€250,D. Jones,21,27.5,"Wheeler, Moore and Allen",43.0,16.3,€0,47.9
640036,CAM,Western Sahara,47,Right,Premier League (England),152cm,€250,B. Knight,20,21.2,Orozco LLC,53.6,28.8,€0,17.1
107859,ST,Cyprus,47,Right,Taylor-Cross (Vietnam),204cm,€250,J. Robinson,29,45.3,Miller Group,37.4,34.1,€0,47.0
108332,ST,Vietnam,47,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",203cm,€250,D. Marquez,22,51.6,"Wheeler, Moore and Allen",34.5,29.4,€0,27.6
845739,CF,Cyprus,47,Left,"White, Wiley and Jimenez (Saint Kitts and Nevis)",158cm,€250,H. Johnson,23,45.6,Oneill and Sons,35.3,31.1,€0,47.2
321621,CAM,Cyprus,47,Right,Villegas-Haas (Austria),210cm,€250,M. Bishop,23,23.8,Ross-Weber,49.1,41.0,€0,38.8
420073,CAM,Greece,47,Right,Premier League (England),206cm,€250,J. Owen,33,32.0,Lawson Ltd,47.8,43.9,€0,23.1
740895,LWB,Botswana,47,Left,"Middleton, Mccarty and Sullivan (Botswana)",176cm,€250,Carlos Oconnell,44,33.6,FC Barcelona,49.2,27.8,€0,41.3
970534,CF,Botswana,47,Left,"Middleton, Mccarty and Sullivan (Botswana)",209cm,€250,R. Rivera,35,48.2,Brown-Watson,31.1,42.9,€0,43.0
639030,LM,Faroe Islands,46,Left,Premier League (England),190cm,€250,T. James,26,36.6,Campbell and Sons,47.3,42.6,€0,43.1
196822,CAM,Saint Kitts and Nevis,46,Right,"Coffey, Morris and Bell (Greece)",207cm,€0,Brandon Jr.,29,20.2,Campbell-Osborn,47.4,14.7,€0,43.3
844864,LM,Greece,46,Left,Premier League (England),161cm,€0,W. Anderson,22,40.2,Yoder-Ramos,44.1,26.5,€0,46.1
599886,CF,Cyprus,46,Right,Beltran-Keith (Cyprus),179cm,€0,C. Chapman,21,45.0,Perez-Lambert,32.0,47.0,€0,26.5
928189,ST,Cyprus,46,Right,Stewart-Cooper (Vietnam),206cm,€0,I. Garza,29,42.4,Underwood-Gomez,46.6,42.7,€0,41.0
184037,CAM,Greece,46,Right,"Smith, Townsend and Moon (Vietnam)",178cm,€0,J. Reid,21,38.8,Martinez Inc,32.3,48.3,€0,32.0
831391,CF,Vietnam,46,Right,Premier League (England),168cm,€0,P. Mendez,26,46.0,"Solomon, Lopez and Roberts",32.5,44.4,€0,15.3
443503,ST,Vietnam,45,Right,Dunlap-Jenkins (Greece),153cm,€0,Timothy Jr.,24,47.4,Willis Inc,38.9,25.3,€0,24.4
910558,CAM,Qatar,45,Right,Dunlap-Jenkins (Greece),162cm,€0,A. Bryant,21,28.6,"Hayes, Jones and Bernard",50.0,18.7,€0,25.9
674755,CAM,Greece,45,Right,Premier League (England),189cm,€0,M. Hayes,31,21.4,"Taylor, Bowen and Cantrell",48.7,15.2,€0,32.4
257577,LM,Qatar,44,Left,Premier League (England),168cm,€0,R. Hudson,20,21.2,"Banks, Romero and Wolf",39.5,12.6,€0,45.9
205158,LM,Turks and Caicos Islands,43,Left,Beltran-Keith (Cyprus),182cm,€0,R. Ayala,24,44.5,"Green, Lawrence and Smith",24.8,5.9,€0,36.6
960983,CAM,Western Sahara,43,Right,"Coffey, Morris and Bell (Greece)",197cm,€0,R. Novak,26,37.6,Campbell-Osborn,32.1,15.4,€0,45.1
445333,CAM,Turks and Caicos Islands,43,Right,Premier League (England),160cm,€0,S. Flores,29,40.0,"Solomon, Lopez and Roberts",28.9,27.9,€0,44.1
821265,LM,Botswana,42,Left,Villegas-Haas (Austria),199cm,€0,R. Acevedo,28,35.3,Ross Inc,43.8,30.5,€0,34.4
76811,LM,Greece,42,Left,Villegas-Haas (Austria),185cm,€0,J. Montoya,29,35.4,Ross-Weber,32.7,6.1,€0,44.4
470362,LM,Botswana,42,Left,Villegas-Haas (Austria),151cm,€0,C. Smith,24,9.1,Ross-Weber,36.2,40.5,€0,42.1
845322,CAM,Faroe Islands,41,Right,Premier League (England),154cm,€0,Brian Gutierrez,30,30.1,"Bullock, Rivera and Briggs",28.6,16.1,€0,45.1
470341,LM,Botswana,40,Left,Stewart-Cooper (Vietnam),204cm,€0,J. Boone,24,35.8,Underwood-Gomez,33.4,31.9,€0,42.0
272742,CF,Botswana,39,Right,Taylor-Cross (Vietnam),172cm,€0,J. Ramos,31,39.1,Collins-Moore,23.5,28.1,€0,37.9
683061,LM,Qatar,39,Left,Premier League (England),180cm,€0,K. Lewis,34,28.8,"Bell, Brewer and Little",33.4,20.5,€0,40.8
148564,CAM,Saint Kitts and Nevis,37,Right,Taylor-Cross (Vietnam),160cm,€0,J. Gamble,24,38.8,Liverpool,31.9,16.2,€0,33.0
649453,CAM,Vietnam,35,Right,Premier League (England),193cm,€0,Lee,49,28.3,"Banks, Romero and Wolf",36.3,16.6,€0,32.5
208815,LM,Guatemala,35,Left,Villegas-Haas (Austria),191cm,€0,M. Thompson,49,26.7,Edwards Group,26.6,14.1,€0,38.4
380215,CAM,Vietnam,33,Right,Premier League (England),188cm,€0,B. Mcfarland,27,25.2,"Diaz, Evans and Pham",34.8,12.3,€0,26.0
